file_name,assembly_idx
0001.mol,2
0002.mol,3
0003.mol,2
0004.mol,2
0005.mol,2
0006.mol,2
0007.mol,2
0008.mol,2
0009.mol,2
0010.mol,2
0011.mol,2
0012.mol,2
0013.mol,2
0014.mol,3
0015.mol,2
0016.mol,2
0017.mol,2
0018.mol,2
0019.mol,2
0020.mol,2
0021.mol,3
0022.mol,2
0023.mol,3
0024.mol,2
0025.mol,2
0026.mol,2
0027.mol,3
0028.mol,2
0029.mol,2
0030.mol,2
0031.mol,2
0032.mol,2
0033.mol,2
0034.mol,2
0035.mol,3
0036.mol,2
0037.mol,2
0038.mol,2
0039.mol,2
0040.mol,2
0041.mol,2
0042.mol,2
0043.mol,2
0044.mol,3
0045.mol,3
0046.mol,3
0047.mol,3
0048.mol,4
0049.mol,2
0050.mol,2
0051.mol,2
0052.mol,3
0053.mol,3
0054.mol,4
0055.mol,4
0056.mol,2
0057.mol,3
0058.mol,2
0059.mol,3
0060.mol,2
0061.mol,3
0062.mol,2
0063.mol,3
0064.mol,3
0065.mol,3
0066.mol,3
0067.mol,2
0068.mol,3
0069.mol,3
0070.mol,3
0071.mol,3
0072.mol,3
0073.mol,3
0074.mol,3
0075.mol,3
0076.mol,4
0077.mol,3
0078.mol,4
0079.mol,4
0080.mol,3
0081.mol,3
0082.mol,4
0083.mol,4
0084.mol,4
0085.mol,4
0086.mol,3
0087.mol,3
0088.mol,3
0089.mol,3
0090.mol,3
0091.mol,3
0092.mol,3
0093.mol,3
0094.mol,3
0095.mol,3
0096.mol,3
0097.mol,3
0098.mol,3
0099.mol,3
0100.mol,3
0101.mol,4
0102.mol,2
0103.mol,3
0104.mol,3
0105.mol,3
0106.mol,3
0107.mol,4
0108.mol,3
0109.mol,3
0110.mol,3
0111.mol,3
0112.mol,3
0113.mol,4
0114.mol,4
0115.mol,4
0116.mol,3
0117.mol,3
0118.mol,3
0119.mol,4
0120.mol,3
0121.mol,3
0122.mol,3
0123.mol,4
0124.mol,3
0125.mol,4
0126.mol,3
0127.mol,3
0128.mol,4
0129.mol,4
0130.mol,4
0131.mol,4
0132.mol,3
0133.mol,3
0134.mol,3
0135.mol,3
0136.mol,3
0137.mol,3
0138.mol,3
0139.mol,3
0140.mol,3
0141.mol,3
0142.mol,3
0143.mol,3
0144.mol,3
0145.mol,3
0146.mol,3
0147.mol,2
0148.mol,2
0149.mol,3
0150.mol,3
0151.mol,3
0152.mol,3
0153.mol,3
0154.mol,4
0155.mol,3
0156.mol,3
0157.mol,3
0158.mol,3
0159.mol,3
0160.mol,3
0161.mol,3
0162.mol,4
0163.mol,4
0164.mol,3
0165.mol,3
0166.mol,3
0167.mol,4
0168.mol,4
0169.mol,4
0170.mol,3
0171.mol,3
0172.mol,3
0173.mol,3
0174.mol,3
0175.mol,3
0176.mol,3
0177.mol,3
0178.mol,3
0179.mol,3
0180.mol,3
0181.mol,3
0182.mol,3
0183.mol,3
0184.mol,4
0185.mol,3
0186.mol,4
0187.mol,3
0188.mol,3
0189.mol,3
0190.mol,3
0191.mol,3
0192.mol,3
0193.mol,3
0194.mol,4
0195.mol,4
0196.mol,4
0197.mol,3
0198.mol,3
0199.mol,3
0200.mol,4
0201.mol,4
0202.mol,3
0203.mol,4
0204.mol,4
0205.mol,4
0206.mol,4
0207.mol,3
0208.mol,4
0209.mol,3
0210.mol,4
0211.mol,5
0212.mol,4
0213.mol,4
0214.mol,5
0215.mol,4
0216.mol,3
0217.mol,4
0218.mol,3
0219.mol,4
0220.mol,4
0221.mol,4
0222.mol,4
0223.mol,4
0224.mol,4
0225.mol,5
0226.mol,6
0227.mol,4
0228.mol,4
0229.mol,4
0230.mol,4
0231.mol,3
0232.mol,3
0233.mol,4
0234.mol,4
0235.mol,4
0236.mol,4
0237.mol,4
0238.mol,3
0239.mol,5
0240.mol,4
0241.mol,5
0242.mol,4
0243.mol,4
0244.mol,4
0245.mol,4
0246.mol,5
0247.mol,5
0248.mol,3
0249.mol,4
0250.mol,4
0251.mol,4
0252.mol,4
0253.mol,5
0254.mol,4
0255.mol,4
0256.mol,5
0257.mol,4
0258.mol,5
0259.mol,4
0260.mol,4
0261.mol,4
0262.mol,4
0263.mol,5
0264.mol,4
0265.mol,3
0266.mol,5
0267.mol,3
0268.mol,4
0269.mol,5
0270.mol,4
0271.mol,3
0272.mol,4
0273.mol,4
0274.mol,5
0275.mol,4
0276.mol,4
0277.mol,3
0278.mol,4
0279.mol,5
0280.mol,4
0281.mol,3
0282.mol,4
0283.mol,3
0284.mol,4
0285.mol,4
0286.mol,4
0287.mol,3
0288.mol,4
0289.mol,4
0290.mol,4
0291.mol,5
0292.mol,4
0293.mol,3
0294.mol,3
0295.mol,4
0296.mol,5
0297.mol,4
0298.mol,4
0299.mol,5
0300.mol,4
0301.mol,5
0302.mol,4
0303.mol,4
0304.mol,5
0305.mol,4
0306.mol,4
0307.mol,4
0308.mol,4
0309.mol,5
0310.mol,5
0311.mol,4
0312.mol,4
0313.mol,4
0314.mol,5
0315.mol,4
0316.mol,4
0317.mol,4
0318.mol,4
0319.mol,5
0320.mol,4
0321.mol,3
0322.mol,4
0323.mol,4
0324.mol,5
0325.mol,5
0326.mol,4
0327.mol,3
0328.mol,3
0329.mol,3
0330.mol,5
0331.mol,4
0332.mol,3
0333.mol,4
0334.mol,4
0335.mol,4
0336.mol,4
0337.mol,3
0338.mol,5
0339.mol,5
0340.mol,4
0341.mol,4
0342.mol,3
0343.mol,4
0344.mol,5
0345.mol,5
0346.mol,4
0347.mol,4
0348.mol,4
0349.mol,5
0350.mol,4
0351.mol,3
0352.mol,4
0353.mol,4
0354.mol,4
0355.mol,4
0356.mol,4
0357.mol,4
0358.mol,5
0359.mol,4
0360.mol,5
0361.mol,3
0362.mol,5
0363.mol,3
0364.mol,4
0365.mol,4
0366.mol,4
0367.mol,4
0368.mol,3
0369.mol,4
0370.mol,5
0371.mol,4
0372.mol,3
0373.mol,4
0374.mol,5
0375.mol,4
0376.mol,4
0377.mol,3
0378.mol,4
0379.mol,5
0380.mol,4
0381.mol,5
0382.mol,4
0383.mol,5
0384.mol,4
0385.mol,5
0386.mol,4
0387.mol,4
0388.mol,5
0389.mol,3
0390.mol,5
0391.mol,4
0392.mol,4
0393.mol,4
0394.mol,3
0395.mol,4
0396.mol,4
0397.mol,5
0398.mol,5
0399.mol,4
0400.mol,4
0401.mol,3
0402.mol,5
0403.mol,5
0404.mol,5
0405.mol,5
0406.mol,6
0407.mol,4
0408.mol,4
0409.mol,4
0410.mol,5
0411.mol,5
0412.mol,4
0413.mol,4
0414.mol,6
0415.mol,5
0416.mol,5
0417.mol,5
0418.mol,5
0419.mol,5
0420.mol,5
0421.mol,4
0422.mol,5
0423.mol,5
0424.mol,5
0425.mol,6
0426.mol,5
0427.mol,5
0428.mol,4
0429.mol,4
0430.mol,5
0431.mol,6
0432.mol,5
0433.mol,5
0434.mol,5
0435.mol,3
0436.mol,5
0437.mol,4
0438.mol,5
0439.mol,5
0440.mol,5
0441.mol,6
0442.mol,6
0443.mol,4
0444.mol,4
0445.mol,4
0446.mol,5
0447.mol,4
0448.mol,5
0449.mol,6
0450.mol,6
0451.mol,5
0452.mol,4
0453.mol,4
0454.mol,4
0455.mol,3
0456.mol,4
0457.mol,4
0458.mol,6
0459.mol,5
0460.mol,4
0461.mol,5
0462.mol,5
0463.mol,5
0464.mol,5
0465.mol,6
0466.mol,5
0467.mol,4
0468.mol,6
0469.mol,5
0470.mol,5
0471.mol,6
0472.mol,5
0473.mol,5
0474.mol,4
0475.mol,4
0476.mol,5
0477.mol,4
0478.mol,3
0479.mol,5
0480.mol,5
0481.mol,5
0482.mol,4
0483.mol,4
0484.mol,4
0485.mol,5
0486.mol,4
0487.mol,5
0488.mol,5
0489.mol,5
0490.mol,5
0491.mol,5
0492.mol,4
0493.mol,5
0494.mol,5
0495.mol,5
0496.mol,4
0497.mol,5
0498.mol,5
0499.mol,5
0500.mol,4
0501.mol,5
0502.mol,5
0503.mol,4
0504.mol,5
0505.mol,4
0506.mol,5
0507.mol,5
0508.mol,4
0509.mol,6
0510.mol,4
0511.mol,5
0512.mol,6
0513.mol,4
0514.mol,6
0515.mol,5
0516.mol,4
0517.mol,5
0518.mol,4
0519.mol,5
0520.mol,5
0521.mol,5
0522.mol,4
0523.mol,5
0524.mol,6
0525.mol,4
0526.mol,5
0527.mol,4
0528.mol,6
0529.mol,5
0530.mol,4
0531.mol,5
0532.mol,6
0533.mol,4
0534.mol,5
0535.mol,5
0536.mol,4
0537.mol,5
0538.mol,5
0539.mol,4
0540.mol,5
0541.mol,5
0542.mol,4
0543.mol,5
0544.mol,5
0545.mol,3
0546.mol,6
0547.mol,5
0548.mol,4
0549.mol,4
0550.mol,5
0551.mol,4
0552.mol,5
0553.mol,5
0554.mol,5
0555.mol,4
0556.mol,5
0557.mol,4
0558.mol,5
0559.mol,3
0560.mol,5
0561.mol,6
0562.mol,5
0563.mol,5
0564.mol,6
0565.mol,4
0566.mol,5
0567.mol,5
0568.mol,5
0569.mol,5
0570.mol,4
0571.mol,5
0572.mol,6
0573.mol,5
0574.mol,4
0575.mol,6
0576.mol,5
0577.mol,4
0578.mol,4
0579.mol,7
0580.mol,5
0581.mol,5
0582.mol,6
0583.mol,4
0584.mol,6
0585.mol,5
0586.mol,5
0587.mol,4
0588.mol,4
0589.mol,5
0590.mol,5
0591.mol,6
0592.mol,4
0593.mol,5
0594.mol,4
0595.mol,4
0596.mol,4
0597.mol,4
0598.mol,4
0599.mol,5
0600.mol,5
0601.mol,5
0602.mol,6
0603.mol,5
0604.mol,6
0605.mol,7
0606.mol,6
0607.mol,6
0608.mol,5
0609.mol,5
0610.mol,5
0611.mol,7
0612.mol,6
0613.mol,7
0614.mol,5
0615.mol,7
0616.mol,6
0617.mol,6
0618.mol,5
0619.mol,6
0620.mol,5
0621.mol,5
0622.mol,5
0623.mol,5
0624.mol,6
0625.mol,6
0626.mol,6
0627.mol,6
0628.mol,6
0629.mol,6
0630.mol,4
0631.mol,6
0632.mol,5
0633.mol,5
0634.mol,5
0635.mol,6
0636.mol,5
0637.mol,5
0638.mol,7
0639.mol,5
0640.mol,6
0641.mol,7
0642.mol,6
0643.mol,5
0644.mol,5
0645.mol,5
0646.mol,6
0647.mol,6
0648.mol,5
0649.mol,6
0650.mol,5
0651.mol,7
0652.mol,5
0653.mol,5
0654.mol,4
0655.mol,6
0656.mol,5
0657.mol,5
0658.mol,5
0659.mol,5
0660.mol,5
0661.mol,6
0662.mol,7
0663.mol,5
0664.mol,5
0665.mol,6
0666.mol,5
0667.mol,6
0668.mol,6
0669.mol,6
0670.mol,6
0671.mol,6
0672.mol,6
0673.mol,6
0674.mol,6
0675.mol,5
0676.mol,5
0677.mol,6
0678.mol,6
0679.mol,7
0680.mol,8
0681.mol,6
0682.mol,6
0683.mol,6
0684.mol,6
0685.mol,6
0686.mol,4
0687.mol,5
0688.mol,6
0689.mol,5
0690.mol,6
0691.mol,5
0692.mol,6
0693.mol,6
0694.mol,6
0695.mol,6
0696.mol,6
0697.mol,6
0698.mol,7
0699.mol,5
0700.mol,5
0701.mol,7
0702.mol,7
0703.mol,6
0704.mol,7
0705.mol,6
0706.mol,4
0707.mol,5
0708.mol,6
0709.mol,7
0710.mol,6
0711.mol,5
0712.mol,6
0713.mol,6
0714.mol,7
0715.mol,4
0716.mol,5
0717.mol,5
0718.mol,6
0719.mol,5
0720.mol,6
0721.mol,6
0722.mol,4
0723.mol,6
0724.mol,6
0725.mol,6
0726.mol,6
0727.mol,6
0728.mol,6
0729.mol,6
0730.mol,7
0731.mol,6
0732.mol,6
0733.mol,7
0734.mol,5
0735.mol,5
0736.mol,5
0737.mol,4
0738.mol,5
0739.mol,5
0740.mol,5
0741.mol,6
0742.mol,5
0743.mol,7
0744.mol,6
0745.mol,5
0746.mol,6
0747.mol,4
0748.mol,6
0749.mol,6
0750.mol,7
0751.mol,5
0752.mol,6
0753.mol,3
0754.mol,5
0755.mol,6
0756.mol,6
0757.mol,6
0758.mol,6
0759.mol,5
0760.mol,7
0761.mol,5
0762.mol,6
0763.mol,7
0764.mol,5
0765.mol,6
0766.mol,6
0767.mol,7
0768.mol,5
0769.mol,7
0770.mol,6
0771.mol,5
0772.mol,5
0773.mol,4
0774.mol,5
0775.mol,5
0776.mol,7
0777.mol,4
0778.mol,7
0779.mol,6
0780.mol,7
0781.mol,5
0782.mol,7
0783.mol,6
0784.mol,5
0785.mol,4
0786.mol,7
0787.mol,6
0788.mol,6
0789.mol,6
0790.mol,6
0791.mol,5
0792.mol,5
0793.mol,5
0794.mol,6
0795.mol,5
0796.mol,6
0797.mol,6
0798.mol,6
0799.mol,8
0800.mol,7
0801.mol,7
0802.mol,6
0803.mol,7
0804.mol,6
0805.mol,5
0806.mol,7
0807.mol,6
0808.mol,6
0809.mol,7
0810.mol,6
0811.mol,7
0812.mol,5
0813.mol,5
0814.mol,6
0815.mol,6
0816.mol,8
0817.mol,7
0818.mol,6
0819.mol,6
0820.mol,6
0821.mol,6
0822.mol,5
0823.mol,6
0824.mol,6
0825.mol,7
0826.mol,7
0827.mol,6
0828.mol,7
0829.mol,6
0830.mol,7
0831.mol,6
0832.mol,7
0833.mol,6
0834.mol,5
0835.mol,7
0836.mol,5
0837.mol,7
0838.mol,7
0839.mol,7
0840.mol,6
0841.mol,6
0842.mol,6
0843.mol,6
0844.mol,8
0845.mol,7
0846.mol,4
0847.mol,5
0848.mol,7
0849.mol,7
0850.mol,5
0851.mol,6
0852.mol,7
0853.mol,7
0854.mol,7
0855.mol,7
0856.mol,6
0857.mol,6
0858.mol,6
0859.mol,7
0860.mol,7
0861.mol,8
0862.mol,7
0863.mol,6
0864.mol,5
0865.mol,6
0866.mol,7
0867.mol,8
0868.mol,7
0869.mol,7
0870.mol,6
0871.mol,8
0872.mol,7
0873.mol,8
0874.mol,7
0875.mol,8
0876.mol,7
0877.mol,7
0878.mol,7
0879.mol,6
0880.mol,6
0881.mol,7
0882.mol,7
0883.mol,7
0884.mol,6
0885.mol,7
0886.mol,7
0887.mol,8
0888.mol,6
0889.mol,7
0890.mol,7
0891.mol,7
0892.mol,6
0893.mol,6
0894.mol,7
0895.mol,6
0896.mol,6
0897.mol,8
0898.mol,6
0899.mol,6
0900.mol,5
0901.mol,6
0902.mol,6
0903.mol,6
0904.mol,8
0905.mol,5
0906.mol,6
0907.mol,7
0908.mol,8
0909.mol,5
0910.mol,7
0911.mol,7
0912.mol,5
0913.mol,7
0914.mol,6
0915.mol,6
0916.mol,5
0917.mol,7
0918.mol,8
0919.mol,6
0920.mol,6
0921.mol,8
0922.mol,6
0923.mol,6
0924.mol,7
0925.mol,5
0926.mol,6
0927.mol,8
0928.mol,6
0929.mol,6
0930.mol,8
0931.mol,6
0932.mol,5
0933.mol,7
0934.mol,7
0935.mol,7
0936.mol,7
0937.mol,7
0938.mol,5
0939.mol,7
0940.mol,6
0941.mol,4
0942.mol,5
0943.mol,6
0944.mol,6
0945.mol,5
0946.mol,8
0947.mol,6
0948.mol,5
0949.mol,7
0950.mol,7
0951.mol,7
0952.mol,6
0953.mol,7
0954.mol,6
0955.mol,6
0956.mol,6
0957.mol,6
0958.mol,3
0959.mol,6
0960.mol,6
0961.mol,6
0962.mol,6
0963.mol,7
0964.mol,6
0965.mol,9
0966.mol,6
0967.mol,7
0968.mol,7
0969.mol,7
0970.mol,6
0971.mol,6
0972.mol,6
0973.mol,6
0974.mol,6
0975.mol,5
0976.mol,6
0977.mol,8
0978.mol,7
0979.mol,8
0980.mol,6
0981.mol,7
0982.mol,6
0983.mol,7
0984.mol,7
0985.mol,6
0986.mol,7
0987.mol,8
0988.mol,5
0989.mol,7
0990.mol,7
0991.mol,6
0992.mol,5
0993.mol,5
0994.mol,5
0995.mol,7
0996.mol,7
0997.mol,5
0998.mol,7
0999.mol,7
1000.mol,6
1001.mol,7
1002.mol,7
1003.mol,7
1004.mol,8
1005.mol,8
1006.mol,9
1007.mol,6
1008.mol,7
1009.mol,7
1010.mol,7
1011.mol,7
1012.mol,8
1013.mol,7
1014.mol,6
1015.mol,7
1016.mol,7
1017.mol,7
1018.mol,7
1019.mol,7
1020.mol,7
1021.mol,6
1022.mol,7
1023.mol,8
1024.mol,7
1025.mol,8
1026.mol,7
1027.mol,8
1028.mol,6
1029.mol,8
1030.mol,7
1031.mol,7
1032.mol,8
1033.mol,8
1034.mol,7
1035.mol,9
1036.mol,7
1037.mol,8
1038.mol,7
1039.mol,8
1040.mol,7
1041.mol,6
1042.mol,9
1043.mol,8
1044.mol,6
1045.mol,6
1046.mol,7
1047.mol,6
1048.mol,7
1049.mol,6
1050.mol,7
1051.mol,7
1052.mol,7
1053.mol,8
1054.mol,6
1055.mol,7
1056.mol,9
1057.mol,6
1058.mol,8
1059.mol,8
1060.mol,6
1061.mol,7
1062.mol,7
1063.mol,6
1064.mol,5
1065.mol,7
1066.mol,8
1067.mol,9
1068.mol,9
1069.mol,7
1070.mol,6
1071.mol,7
1072.mol,8
1073.mol,7
1074.mol,7
1075.mol,6
1076.mol,7
1077.mol,8
1078.mol,8
1079.mol,7
1080.mol,7
1081.mol,9
1082.mol,8
1083.mol,8
1084.mol,9
1085.mol,9
1086.mol,7
1087.mol,7
1088.mol,6
1089.mol,7
1090.mol,8
1091.mol,7
1092.mol,7
1093.mol,6
1094.mol,8
1095.mol,6
1096.mol,8
1097.mol,4
1098.mol,7
1099.mol,6
1100.mol,8
1101.mol,5
1102.mol,7
1103.mol,9
1104.mol,7
1105.mol,8
1106.mol,7
1107.mol,7
1108.mol,6
1109.mol,7
1110.mol,8
1111.mol,7
1112.mol,6
1113.mol,7
1114.mol,9
1115.mol,7
1116.mol,7
1117.mol,8
1118.mol,7
1119.mol,8
1120.mol,7
1121.mol,8
1122.mol,7
1123.mol,6
1124.mol,7
1125.mol,8
1126.mol,6
1127.mol,6
1128.mol,5
1129.mol,8
1130.mol,7
1131.mol,7
1132.mol,7
1133.mol,7
1134.mol,7
1135.mol,7
1136.mol,7
1137.mol,9
1138.mol,7
1139.mol,7
1140.mol,7
1141.mol,5
1142.mol,6
1143.mol,8
1144.mol,8
1145.mol,7
1146.mol,7
1147.mol,6
1148.mol,7
1149.mol,8
1150.mol,6
1151.mol,8
1152.mol,7
1153.mol,7
1154.mol,9
1155.mol,8
1156.mol,6
1157.mol,7
1158.mol,7
1159.mol,8
1160.mol,5
1161.mol,6
1162.mol,7
1163.mol,8
1164.mol,8
1165.mol,9
1166.mol,7
1167.mol,7
1168.mol,8
1169.mol,9
1170.mol,5
1171.mol,7
1172.mol,8
1173.mol,7
1174.mol,8
1175.mol,6
1176.mol,7
1177.mol,7
1178.mol,8
1179.mol,7
1180.mol,5
1181.mol,7
1182.mol,7
1183.mol,7
1184.mol,8
1185.mol,7
1186.mol,7
1187.mol,7
1188.mol,8
1189.mol,8
1190.mol,6
1191.mol,8
1192.mol,6
1193.mol,9
1194.mol,7
1195.mol,6
1196.mol,7
1197.mol,7
1198.mol,6
1199.mol,7
1200.mol,7
1201.mol,8
